date,symbol,direction,moneyness,fill_mode,T_pct,entry_time,exit_time,exit_reason,realized_return
2026-02-25,AAPL,call,ITM,mid,50.0,10:00,10:10,target,0.5
2026-02-25,AAPL,call,ITM,mid,50.0,11:00,16:00,forced,-0.98796
2026-02-26,AAPL,call,ITM,mid,50.0,10:00,10:20,target,0.5
2026-02-26,AAPL,call,ITM,mid,50.0,11:00,11:50,target,0.5
2026-02-26,AAPL,call,ITM,mid,50.0,12:00,14:55,target,0.5
2026-02-26,AAPL,call,ITM,mid,50.0,15:30,16:00,forced,-0.46341
2026-02-27,AAPL,call,ITM,mid,50.0,10:00,15:10,target,0.5
2026-02-27,AAPL,call,ITM,mid,50.0,15:30,16:00,forced,0.26898
2026-03-02,AAPL,call,ITM,mid,50.0,09:35,11:00,target,0.5
2026-03-02,AAPL,call,ITM,mid,50.0,11:00,12:05,target,0.5
2026-03-02,AAPL,call,ITM,mid,50.0,12:30,13:30,target,0.5
2026-03-02,AAPL,call,ITM,mid,50.0,13:30,16:00,forced,0.19044
2026-03-03,AAPL,call,ITM,mid,50.0,09:35,16:00,forced,-0.97581
2026-03-04,AAPL,call,ITM,mid,50.0,09:35,13:05,target,0.5
2026-03-04,AAPL,call,ITM,mid,50.0,13:30,13:55,target,0.5
2026-03-04,AAPL,call,ITM,mid,50.0,14:00,15:15,target,0.5
2026-03-04,AAPL,call,ITM,mid,50.0,15:30,16:00,forced,-0.29161
2026-03-05,AAPL,call,ITM,mid,50.0,09:35,16:00,forced,-0.04141
2026-03-06,AAPL,call,ITM,mid,50.0,09:35,16:00,forced,-0.97698
2026-03-09,AAPL,call,ITM,mid,50.0,09:35,11:15,target,0.5
2026-03-09,AAPL,call,ITM,mid,50.0,11:30,12:40,target,0.5
2026-03-09,AAPL,call,ITM,mid,50.0,13:00,16:00,forced,-0.98989
2026-03-10,AAPL,call,ITM,mid,50.0,09:35,10:10,target,0.5
2026-03-10,AAPL,call,ITM,mid,50.0,11:00,11:30,target,0.5
2026-03-10,AAPL,call,ITM,mid,50.0,11:30,12:10,target,0.5
2026-03-10,AAPL,call,ITM,mid,50.0,12:30,12:40,target,0.5
2026-03-10,AAPL,call,ITM,mid,50.0,13:00,16:00,forced,0.14229
