symbol,direction,moneyness,fill_mode,T_pct,n_test_trades,n_test_days,trades_per_day,win_rate,avg_win,avg_loss,expectancy_per_trade,expectancy_per_day,cumulative_test_pnl,unreliable_low_sample
AMZN,put,ATM,market,90.0,43,20,2.15,0.7674,0.9,-0.70635,0.52643,1.13182,22.63646,False
AMZN,put,ATM,market,100.0,40,20,2.0,0.8,1.0,-0.68873,0.66225,1.32451,26.49013,False
AMZN,put,OTM2+,mid,20.0,39,19,2.053,0.7436,0.2,-0.10184,0.1226,0.25166,4.78156,False
AMZN,put,OTM2+,mid,25.0,36,19,1.895,0.7222,0.25,-0.15059,0.13873,0.26285,4.99412,False
AMZN,put,OTM2+,mid,30.0,35,19,1.842,0.7143,0.3,-0.15059,0.17126,0.31548,5.99412,False
AMZN,put,OTM2+,mid,40.0,34,19,1.789,0.7059,0.4,-0.14052,0.24102,0.43131,8.19484,False
AMZN,put,OTM2+,mid,50.0,34,19,1.789,0.7059,0.5,-0.14052,0.31161,0.55762,10.59484,False
AMZN,put,OTM2+,mid,60.0,34,19,1.789,0.7059,0.6,-0.14052,0.3822,0.68394,12.99484,False
AMZN,put,OTM2+,mid,70.0,34,19,1.789,0.7059,0.7,-0.14052,0.45279,0.81025,15.39484,False
AMZN,put,OTM2+,mid,75.0,34,19,1.789,0.7059,0.75,-0.14052,0.48808,0.87341,16.59484,False
AMZN,put,OTM2+,mid,80.0,34,19,1.789,0.7059,0.8,-0.14052,0.52338,0.93657,17.79484,False
AMZN,put,OTM2+,mid,90.0,32,19,1.684,0.6875,0.9,-0.14052,0.57484,0.96815,18.39484,False
AMZN,put,OTM2+,mid,100.0,31,19,1.632,0.6774,1.0,-0.14052,0.63209,1.03131,19.59484,False
AMZN,put,OTM2+,market,20.0,36,19,1.895,0.7222,0.2,-0.18386,0.09337,0.17692,3.36139,False
AMZN,put,OTM2+,market,25.0,35,19,1.842,0.7143,0.25,-0.18386,0.12604,0.23218,4.41139,False
AMZN,put,OTM2+,market,30.0,34,19,1.789,0.7059,0.3,-0.1742,0.16053,0.28726,5.45798,False
AMZN,put,OTM2+,market,40.0,34,19,1.789,0.7059,0.4,-0.1742,0.23112,0.41358,7.85798,False
AMZN,put,OTM2+,market,50.0,34,19,1.789,0.7059,0.5,-0.1742,0.30171,0.53989,10.25798,False
AMZN,put,OTM2+,market,60.0,34,19,1.789,0.7059,0.6,-0.1742,0.37229,0.66621,12.65798,False
AMZN,put,OTM2+,market,70.0,34,19,1.789,0.7059,0.7,-0.1742,0.44288,0.79253,15.05798,False
AMZN,put,OTM2+,market,75.0,34,19,1.789,0.7059,0.75,-0.1742,0.47818,0.85568,16.25798,False
AMZN,put,OTM2+,market,80.0,32,19,1.684,0.6875,0.8,-0.1742,0.49556,0.83463,15.85798,False
AMZN,put,OTM2+,market,90.0,31,19,1.632,0.6774,0.9,-0.1742,0.55348,0.90305,17.15798,False
AMZN,put,OTM2+,market,100.0,29,19,1.526,0.6552,1.0,-0.15316,0.60236,0.91939,17.46838,True
AMZN,put,ITM,mid,20.0,63,20,3.15,0.746,0.2,-0.53811,0.01254,0.03952,0.79031,False
AMZN,put,ITM,mid,25.0,58,20,2.9,0.7241,0.25,-0.53078,0.03461,0.10038,2.00756,False
AMZN,put,ITM,mid,30.0,59,20,2.95,0.7119,0.3,-0.4921,0.07177,0.21172,4.23435,False
AMZN,put,ITM,mid,40.0,52,20,2.6,0.6538,0.4,-0.40468,0.12146,0.31579,6.31582,False
AMZN,put,ITM,mid,50.0,41,20,2.05,0.561,0.5,-0.31825,0.14077,0.28857,5.77142,False
AMZN,put,ITM,mid,60.0,40,20,2.0,0.525,0.6,-0.27484,0.18445,0.3689,7.37808,False
AMZN,put,ITM,mid,70.0,37,20,1.85,0.4865,0.7,-0.28339,0.19502,0.36078,7.21558,False
AMZN,put,ITM,mid,75.0,36,20,1.8,0.4722,0.75,-0.31269,0.18913,0.34044,6.80885,False
AMZN,put,ITM,mid,80.0,36,20,1.8,0.4722,0.8,-0.33356,0.20173,0.36311,7.26228,False
AMZN,put,ITM,mid,90.0,31,20,1.55,0.4194,0.9,-0.327,0.18755,0.2907,5.814,False
AMZN,put,ITM,mid,100.0,31,20,1.55,0.4194,1.0,-0.327,0.22948,0.3557,7.114,False
AMZN,put,ITM,market,20.0,58,20,2.9,0.7241,0.2,-0.54918,-0.00667,-0.01934,-0.38686,False
AMZN,put,ITM,market,25.0,59,20,2.95,0.7119,0.25,-0.51201,0.03044,0.08979,1.79576,False
AMZN,put,ITM,market,30.0,53,20,2.65,0.6792,0.3,-0.48886,0.04697,0.12447,2.48944,False
AMZN,put,ITM,market,40.0,45,20,2.25,0.5778,0.4,-0.38201,0.06982,0.15709,3.14174,False
AMZN,put,ITM,market,50.0,41,20,2.05,0.5366,0.5,-0.32544,0.11748,0.24083,4.81655,False
AMZN,put,ITM,market,60.0,38,20,1.9,0.5263,0.6,-0.3518,0.14915,0.28338,5.66754,False
AMZN,put,ITM,market,70.0,36,20,1.8,0.4722,0.7,-0.33964,0.1513,0.27234,5.44675,False
AMZN,put,ITM,market,75.0,33,20,1.65,0.4242,0.75,-0.35688,0.11271,0.18596,3.71928,False
AMZN,put,ITM,market,80.0,31,20,1.55,0.4194,0.8,-0.35339,0.13029,0.20195,4.03896,False
AMZN,put,ITM,market,90.0,31,20,1.55,0.4194,0.9,-0.35339,0.17222,0.26695,5.33896,False
AMZN,put,ITM,market,100.0,29,20,1.45,0.3448,1.0,-0.24451,0.18463,0.26772,5.35436,True
